rank,GEO_ID_origin,NAME_origin,GEO_ID_dest,NAME_dest,VAL_origin,VAL_dest,distance_miles,distance_used,dist_floored,gravity,gravity_norm
668,E330000US0999999999,"Remainder of Connecticut, Connecticut",E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",65480,1998837,81.99,81.99,False,19469924.96876209,0.006356815876586475
669,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",1478665,979372,272.84,272.84,False,19453663.304116078,0.006351506533389316
670,E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",E330000US1899999999,"Remainder of Indiana, Indiana",979372,1478665,272.84,272.84,False,19453663.304116078,0.006351506533389316
671,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",2123462,979372,327.55,327.55,False,19383712.937996604,0.006328668127323284
672,E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",979372,2123462,327.55,327.55,False,19383712.937996604,0.006328668127323284
673,E330000US1237000000,"Miami-Port St. Lucie-Fort Lauderdale, FL CFS Area; Florida",E330000US1299945300,"Tampa-St. Petersburg-Clearwater, FL CFS Area; Florida",1238106,659780,206.03,206.03,False,19244031.085308645,0.006283062778149062
674,E330000US1299945300,"Tampa-St. Petersburg-Clearwater, FL CFS Area; Florida",E330000US1237000000,"Miami-Port St. Lucie-Fort Lauderdale, FL CFS Area; Florida",659780,1238106,206.03,206.03,False,19244031.085308645,0.006283062778149062
675,E330000US4799999999,"Remainder of Tennessee, Tennessee",E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",907962,741623,188.05,188.05,False,19041632.866229985,0.006216980883645966
676,E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",E330000US4799999999,"Remainder of Tennessee, Tennessee",741623,907962,188.05,188.05,False,19041632.866229985,0.006216980883645966
677,E330000US3199999999,"Remainder of Nebraska, Nebraska",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",628362,4290270,376.34,376.34,False,19034162.67738118,0.0062145419084728044
678,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US3199999999,"Remainder of Nebraska, Nebraska",4290270,628362,376.34,376.34,False,19034162.67738118,0.0062145419084728044
679,E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",1230480,595891,196.47,196.47,False,18995419.758835055,0.0062018925607277425
680,E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",595891,1230480,196.47,196.47,False,18995419.758835055,0.0062018925607277425
681,E330000US2799999999,"Remainder of Minnesota, Minnesota",E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",854337,818487,192.12,192.12,False,18945053.906960476,0.0061854483897993365
682,E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",E330000US2799999999,"Remainder of Minnesota, Minnesota",818487,854337,192.12,192.12,False,18945053.906960476,0.0061854483897993365
683,E330000US1242200000,"Orlando-Lakeland-Deltona, FL CFS Area; Florida",E330000US1299999999,"Remainder of Florida, Florida",914684,867980,204.96,204.96,False,18899163.22089617,0.006170465335654983
684,E330000US1299999999,"Remainder of Florida, Florida",E330000US1242200000,"Orlando-Lakeland-Deltona, FL CFS Area; Florida",867980,914684,204.96,204.96,False,18899163.22089617,0.006170465335654983
685,E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",E330000US3999999999,"Remainder of Ohio, Ohio",1230480,423439,166.27,166.27,False,18846799.95790595,0.0061533690210900166
686,E330000US3999999999,"Remainder of Ohio, Ohio",E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",423439,1230480,166.27,166.27,False,18846799.95790595,0.0061533690210900166
687,E330000US2299912940,"Baton Rouge, LA CFS Area; Louisiana",E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",619526,3757121,351.61,351.61,False,18827483.817654688,0.006147062408570888
688,E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",E330000US2299912940,"Baton Rouge, LA CFS Area; Louisiana",3757121,619526,351.61,351.61,False,18827483.817654688,0.006147062408570888
689,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",2810434,862504,359.54,359.54,False,18751675.5696769,0.006122311436610082
690,E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",862504,2810434,359.54,359.54,False,18751675.5696769,0.006122311436610082
691,E330000US2626600000,"Grand Rapids-Kentwood-Muskegon, MI CFS Area; Michigan",E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",731507,1102121,207.63,207.63,False,18701117.37589054,0.006105804467115659
692,E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",E330000US2626600000,"Grand Rapids-Kentwood-Muskegon, MI CFS Area; Michigan",1102121,731507,207.63,207.63,False,18701117.37589054,0.006105804467115659
693,E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",1429094,2941650,474.35,474.35,False,18683317.09564582,0.006099992774470279
694,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",2941650,1429094,474.35,474.35,False,18683317.09564582,0.006099992774470279
695,E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",281776,2123462,179.02,179.02,False,18670045.988411862,0.006095659831659983
696,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",2123462,281776,179.02,179.02,False,18670045.988411862,0.006095659831659983
697,E330000US1999999999,"Remainder of Iowa, Iowa",E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",779687,453419,137.84,137.84,False,18606705.294431135,0.00607497944684019
698,E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",E330000US1999999999,"Remainder of Iowa, Iowa",453419,779687,137.84,137.84,False,18606705.294431135,0.00607497944684019
699,E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",E330000US2299999999,"Remainder of Louisiana, Louisiana",4234584,405464,303.86,303.86,False,18595847.916724943,0.0060714345733159725
700,E330000US2299999999,"Remainder of Louisiana, Louisiana",E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",405464,4234584,303.86,303.86,False,18595847.916724943,0.0060714345733159725
701,E330000US0199999999,"Remainder of Alabama, Alabama",E330000US1299999999,"Remainder of Florida, Florida",1200745,867980,236.79,236.79,False,18588048.206047893,0.006068888011095901
702,E330000US1299999999,"Remainder of Florida, Florida",E330000US0199999999,"Remainder of Alabama, Alabama",867980,1200745,236.79,236.79,False,18588048.206047893,0.006068888011095901
703,E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",538785,796192,152.07,152.07,False,18550098.239870768,0.0060564975578956265
704,E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",796192,538785,152.07,152.07,False,18550098.239870768,0.0060564975578956265
705,E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",2254797,1102121,368.25,368.25,False,18325305.137642536,0.005983103858415016
706,E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",1102121,2254797,368.25,368.25,False,18325305.137642536,0.005983103858415016
707,E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",2123684,2676802,557.24,557.24,False,18307185.24484227,0.005977187814045232
708,E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",2676802,2123684,557.24,557.24,False,18307185.24484227,0.005977187814045232
709,E330000US2199999999,"Remainder of Kentucky, Kentucky",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",1304216,2208645,396.73,396.73,False,18301443.932103503,0.005975313307320621
710,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US2199999999,"Remainder of Kentucky, Kentucky",2208645,1304216,396.73,396.73,False,18301443.932103503,0.005975313307320621
711,E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",979372,4290270,480.59,480.59,False,18192100.572939575,0.005939613307796036
712,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",4290270,979372,480.59,480.59,False,18192100.572939575,0.005939613307796036
713,E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",E330000US2135000000,"Louisville/Jefferson County-Elizabethtown-Bardstown, KY-IN CFS Area (part); Kentucky",190029,478383,70.75,70.75,False,18161124.370537776,0.005929499749739348
714,E330000US2135000000,"Louisville/Jefferson County-Elizabethtown-Bardstown, KY-IN CFS Area (part); Kentucky",E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",478383,190029,70.75,70.75,False,18161124.370537776,0.005929499749739348
715,E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",818487,1102121,222.94,222.94,False,18149516.91490643,0.005925709979938153
716,E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",1102121,818487,222.94,222.94,False,18149516.91490643,0.005925709979938153
717,E330000US0599999999,"Remainder of Arkansas, Arkansas",E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",998494,4234584,485.56,485.56,False,17933720.885518618,0.005855253774774359
718,E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",E330000US0599999999,"Remainder of Arkansas, Arkansas",4234584,998494,485.56,485.56,False,17933720.885518618,0.005855253774774359
719,E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",E330000US0199999999,"Remainder of Alabama, Alabama",741623,1200745,223.23,223.23,False,17870177.18086858,0.005834507108098463
720,E330000US0199999999,"Remainder of Alabama, Alabama",E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",1200745,741623,223.23,223.23,False,17870177.18086858,0.005834507108098463
721,E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",278516,1230480,138.79,138.79,False,17791327.611843683,0.005808763161705867
722,E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",1230480,278516,138.79,138.79,False,17791327.611843683,0.005808763161705867
723,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",4290270,726454,419.05,419.05,False,17748475.44208445,0.005794772166260606
724,E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",726454,4290270,419.05,419.05,False,17748475.44208445,0.005794772166260606
725,E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",190029,1102121,108.87,108.87,False,17669843.974992685,0.0057690994289379405
726,E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",1102121,190029,108.87,108.87,False,17669843.974992685,0.0057690994289379405
727,E330000US2899999999,"Remainder of Mississippi, Mississippi",E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",1021139,862504,223.37,223.37,False,17652096.493407227,0.005763304974761592
728,E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",E330000US2899999999,"Remainder of Mississippi, Mississippi",862504,1021139,223.37,223.37,False,17652096.493407227,0.005763304974761592
729,E330000US5199999999,"Remainder of Virginia, Virginia",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",858882,2810434,371.44,371.44,False,17495628.590406265,0.005712219073382134
730,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US5199999999,"Remainder of Virginia, Virginia",2810434,858882,371.44,371.44,False,17495628.590406265,0.005712219073382134
731,E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",1102121,1230480,278.6,278.6,False,17471959.42897752,0.005704491223623222
732,E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",1230480,1102121,278.6,278.6,False,17471959.42897752,0.005704491223623222
733,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US1299945300,"Tampa-St. Petersburg-Clearwater, FL CFS Area; Florida",2810434,659780,326.66,326.66,False,17377232.904267963,0.005673563539372853
734,E330000US1299945300,"Tampa-St. Petersburg-Clearwater, FL CFS Area; Florida",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",659780,2810434,326.66,326.66,False,17377232.904267963,0.005673563539372853
735,E330000US3717200000,"Charlotte-Concord, NC-SC CFS Area (part); North Carolina",E330000US2199999999,"Remainder of Kentucky, Kentucky",729927,1304216,234.38,234.38,False,17329572.62484678,0.005658002722824982
736,E330000US2199999999,"Remainder of Kentucky, Kentucky",E330000US3717200000,"Charlotte-Concord, NC-SC CFS Area (part); North Carolina",1304216,729927,234.38,234.38,False,17329572.62484678,0.005658002722824982
737,E330000US1799999999,"Remainder of Illinois, Illinois",E330000US2737800000,"Minneapolis-St. Paul, MN-WI CFS Area (part); Minnesota",1649079,1694483,401.56,401.56,False,17329170.959556416,0.005657871581338341
738,E330000US2737800000,"Minneapolis-St. Paul, MN-WI CFS Area (part); Minnesota",E330000US1799999999,"Remainder of Illinois, Illinois",1694483,1649079,401.56,401.56,False,17329170.959556416,0.005657871581338341
739,E330000US5599999999,"Remainder of Wisconsin, Wisconsin",E330000US1899999999,"Remainder of Indiana, Indiana",1907979,1478665,403.78,403.78,False,17304289.65933011,0.005649747974993685
740,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US5599999999,"Remainder of Wisconsin, Wisconsin",1478665,1907979,403.78,403.78,False,17304289.65933011,0.005649747974993685
741,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US2099999999,"Remainder of Kansas, Kansas",4290270,751255,432.0,432.0,False,17270483.90801826,0.005638710584931871
742,E330000US2099999999,"Remainder of Kansas, Kansas",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",751255,4290270,432.0,432.0,False,17270483.90801826,0.005638710584931871
743,E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",7963786,3757121,1317.71,1317.71,False,17231975.945636984,0.005626137949069795
744,E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",3757121,7963786,1317.71,1317.71,False,17231975.945636984,0.005626137949069795
745,E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",2254797,272201,188.75,188.75,False,17227539.092411738,0.0056246893411319825
746,E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",272201,2254797,188.75,188.75,False,17227539.092411738,0.0056246893411319825
747,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US3616000000,"Buffalo-Cheektowaga-Olean, NY CFS Area; New York",2208645,413090,230.59,230.59,False,17158908.549218826,0.005602281849921787
748,E330000US3616000000,"Buffalo-Cheektowaga-Olean, NY CFS Area; New York",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",413090,2208645,230.59,230.59,False,17158908.549218826,0.005602281849921787
749,E330000US0699999999,"Remainder of California, California",E330000US3299999999,"Remainder of Nevada, Nevada",957503,257954,120.3,120.3,False,17066762.911369402,0.005572196810898199
750,E330000US3299999999,"Remainder of Nevada, Nevada",E330000US0699999999,"Remainder of California, California",257954,957503,120.3,120.3,False,17066762.911369402,0.005572196810898199
751,E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",4234584,7963786,1406.38,1406.38,False,17050023.037006732,0.005566731334884306
752,E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",7963786,4234584,1406.38,1406.38,False,17050023.037006732,0.005566731334884306
753,E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",E330000US3699999999,"Remainder of New York, New York",1998837,892946,325.34,325.34,False,16862720.88195554,0.005505578221449621
754,E330000US3699999999,"Remainder of New York, New York",E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",892946,1998837,325.34,325.34,False,16862720.88195554,0.005505578221449621
755,E330000US3921200000,"Dayton-Springfield-Kettering, OH CFS Area; Ohio",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",385784,4290270,313.87,313.87,False,16800771.357058648,0.005485352045609791
756,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US3921200000,"Dayton-Springfield-Kettering, OH CFS Area; Ohio",4290270,385784,313.87,313.87,False,16800771.357058648,0.005485352045609791
757,E330000US2099999999,"Remainder of Kansas, Kansas",E330000US2031200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Kansas",751255,464440,144.46,144.46,False,16719441.68267837,0.005458798358592021
758,E330000US2031200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Kansas",E330000US2099999999,"Remainder of Kansas, Kansas",464440,751255,144.46,144.46,False,16719441.68267837,0.005458798358592021
759,E330000US2031200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Kansas",E330000US1799999999,"Remainder of Illinois, Illinois",464440,1649079,214.48,214.48,False,16649357.384204902,0.005435916224356208
760,E330000US1799999999,"Remainder of Illinois, Illinois",E330000US2031200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Kansas",1649079,464440,214.48,214.48,False,16649357.384204902,0.005435916224356208
761,E330000US1349600000,"Savannah-Hinesville-Statesboro, GA CFS Area; Georgia",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",165870,2810434,167.44,167.44,False,16627341.04795317,0.005428728012838565
762,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US1349600000,"Savannah-Hinesville-Statesboro, GA CFS Area; Georgia",2810434,165870,167.44,167.44,False,16627341.04795317,0.005428728012838565
763,E330000US4599999999,"Remainder of South Carolina, South Carolina",E330000US5199999999,"Remainder of Virginia, Virginia",696579,858882,189.72,189.72,False,16621784.470853083,0.0054269138212740455
764,E330000US5199999999,"Remainder of Virginia, Virginia",E330000US4599999999,"Remainder of South Carolina, South Carolina",858882,696579,189.72,189.72,False,16621784.470853083,0.0054269138212740455
765,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",2208645,354346,217.48,217.48,False,16546829.90030706,0.005402441570253782
766,E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",354346,2208645,217.48,217.48,False,16546829.90030706,0.005402441570253782
767,E330000US2899999999,"Remainder of Mississippi, Mississippi",E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",1021139,185225,106.94,106.94,False,16538804.26080998,0.005399821243528675
768,E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",E330000US2899999999,"Remainder of Mississippi, Mississippi",185225,1021139,106.94,106.94,False,16538804.26080998,0.005399821243528675
769,E330000US5199999999,"Remainder of Virginia, Virginia",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",858882,2941650,391.36,391.36,False,16495733.404314259,0.005385758848078436
770,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US5199999999,"Remainder of Virginia, Virginia",2941650,858882,391.36,391.36,False,16495733.404314259,0.005385758848078436
771,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",1478665,278516,158.04,158.04,False,16488680.413302645,0.005383456085682193
772,E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",E330000US1899999999,"Remainder of Indiana, Indiana",278516,1478665,158.04,158.04,False,16488680.413302645,0.005383456085682193
773,E330000US2099999999,"Remainder of Kansas, Kansas",E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",751255,453419,144.57,144.57,False,16297865.45502588,0.005321156061502842
774,E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",E330000US2099999999,"Remainder of Kansas, Kansas",453419,751255,144.57,144.57,False,16297865.45502588,0.005321156061502842
775,E330000US0599999999,"Remainder of Arkansas, Arkansas",E330000US1799999999,"Remainder of Illinois, Illinois",998494,1649079,318.39,318.39,False,16243068.763884412,0.005303265246160628
776,E330000US1799999999,"Remainder of Illinois, Illinois",E330000US0599999999,"Remainder of Arkansas, Arkansas",1649079,998494,318.39,318.39,False,16243068.763884412,0.005303265246160628
777,E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",E330000US2947600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Missouri",453419,802205,149.67,149.67,False,16237365.325026391,0.005301403105047745
778,E330000US2947600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Missouri",E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",802205,453419,149.67,149.67,False,16237365.325026391,0.005301403105047745
779,E330000US4799999999,"Remainder of Tennessee, Tennessee",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",907962,4290270,490.56,490.56,False,16187062.031796321,0.00528497935916935
780,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US4799999999,"Remainder of Tennessee, Tennessee",4290270,907962,490.56,490.56,False,16187062.031796321,0.00528497935916935
781,E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",E330000US2199999999,"Remainder of Kentucky, Kentucky",741623,1304216,245.41,245.41,False,16060098.44378335,0.005243526452780153
782,E330000US2199999999,"Remainder of Kentucky, Kentucky",E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",1304216,741623,245.41,245.41,False,16060098.44378335,0.005243526452780153
783,E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",E330000US2499999999,"Remainder of Maryland, Maryland",760818,220085,102.25,102.25,False,16015650.746229399,0.00522901452637074
784,E330000US2499999999,"Remainder of Maryland, Maryland",E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",220085,760818,102.25,102.25,False,16015650.746229399,0.00522901452637074
785,E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",E330000US5499999999,"Remainder of West Virginia, West Virginia",979372,436544,163.49,163.49,False,15995334.231551915,0.005222381297157066
786,E330000US5499999999,"Remainder of West Virginia, West Virginia",E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",436544,979372,163.49,163.49,False,15995334.231551915,0.005222381297157066
787,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US2454847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Maryland",2941650,227976,205.29,205.29,False,15912724.312175319,0.005195409617257887
788,E330000US2454847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Maryland",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",227976,2941650,205.29,205.29,False,15912724.312175319,0.005195409617257887
789,E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",E330000US2499999999,"Remainder of Maryland, Maryland",1106517,220085,123.85,123.85,False,15876563.793928772,0.005183603408869181
790,E330000US2499999999,"Remainder of Maryland, Maryland",E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",220085,1106517,123.85,123.85,False,15876563.793928772,0.005183603408869181
791,E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",E330000US2947600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Missouri",3757121,802205,435.86,435.86,False,15865235.295699473,0.005179904717110554
792,E330000US2947600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Missouri",E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",802205,3757121,435.86,435.86,False,15865235.295699473,0.005179904717110554
793,E330000US2199999999,"Remainder of Kentucky, Kentucky",E330000US0114200000,"Birmingham-Hoover-Talladega, AL CFS Area; Alabama",1304216,517674,206.38,206.38,False,15851510.794980187,0.005175423743845236
